Type,Line,Space,ID,Origin,InitialOrigin,Reference1,Reference2,Reference3,Tags,Roles,MaxUnauthorised,NumberReference1,NumberReference2,NumberReference3
Image,201,22,,https://mattmcgrattan.github.io/foo/RA_SEC_Vol250_2018_0007.jp2,,Vol250,,,,,-1,0007,0,0
Image,202,22,,https://mattmcgrattan.github.io/foo/RA_SEC_Vol250_2018_0039.jp2,,Vol250,,,,,-1,0039,0,0
Image,203,22,,https://mattmcgrattan.github.io/foo/RA_SEC_Vol250_2018_0011.jp2,,Vol250,,,,,-1,0011,0,0
Image,204,22,,https://mattmcgrattan.github.io/foo/RA_SEC_Vol250_2018_0005.jp2,,Vol250,,,,,-1,0005,0,0
Image,205,22,,https://mattmcgrattan.github.io/foo/RA_SEC_Vol250_2018_0213.jp2,,Vol250,,,,,-1,0213,0,0
Image,206,22,,https://mattmcgrattan.github.io/foo/RA_SEC_Vol250_2018_0207.jp2,,Vol250,,,,,-1,0207,0,0
Image,207,22,,https://mattmcgrattan.github.io/foo/RA_SEC_Vol250_2018_0159.jp2,,Vol250,,,,,-1,0159,0,0
Image,208,22,,https://mattmcgrattan.github.io/foo/RA_SEC_Vol250_2018_0165.jp2,,Vol250,,,,,-1,0165,0,0
Image,209,22,,https://mattmcgrattan.github.io/foo/RA_SEC_Vol250_2018_0171.jp2,,Vol250,,,,,-1,0171,0,0
Image,210,22,,https://mattmcgrattan.github.io/foo/RA_SEC_Vol250_2018_0170.jp2,,Vol250,,,,,-1,0170,0,0
Image,211,22,,https://mattmcgrattan.github.io/foo/RA_SEC_Vol250_2018_0164.jp2,,Vol250,,,,,-1,0164,0,0
Image,212,22,,https://mattmcgrattan.github.io/foo/RA_SEC_Vol250_2018_0158.jp2,,Vol250,,,,,-1,0158,0,0
Image,213,22,,https://mattmcgrattan.github.io/foo/RA_SEC_Vol250_2018_0206.jp2,,Vol250,,,,,-1,0206,0,0
Image,214,22,,https://mattmcgrattan.github.io/foo/RA_SEC_Vol250_2018_0212.jp2,,Vol250,,,,,-1,0212,0,0
Image,215,22,,https://mattmcgrattan.github.io/foo/RA_SEC_Vol250_2018_0004.jp2,,Vol250,,,,,-1,0004,0,0
Image,216,22,,https://mattmcgrattan.github.io/foo/RA_SEC_Vol250_2018_0010.jp2,,Vol250,,,,,-1,0010,0,0
Image,217,22,,https://mattmcgrattan.github.io/foo/RA_SEC_Vol250_2018_0038.jp2,,Vol250,,,,,-1,0038,0,0
